board,angle,climb_name,date,logged_grade,displayed_grade,difficulty,tries,is_mirror,sessions_count,tries_total,is_repeat,is_ascent,comment
tension,35,Carbonated,2023-02-03 19:31:53,5c,5c,15.0,1,False,1,1,False,True,
tension,35,For the Camera,2023-02-03 19:34:06,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Mike Tyson,2023-02-03 19:38:13,6a,6a,16.0,1,False,1,1,False,True,
tension,35,double cross,2023-02-03 19:41:43,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Jimmy Shoes,2023-02-03 20:03:15,6b,6b,18.0,1,True,1,1,False,True,
tension,35,Be Aggressive,2023-02-03 20:24:45,6c,6c,20.0572,1,False,1,1,False,True,
tension,35,A wizard did it,2023-02-03 20:35:03,6b+,6c+,20.74,1,False,1,1,False,True,
tension,35,Canned Fish,2023-02-03 21:00:04,6b,6b,18.0,1,False,1,1,False,True,
tension,35,Aspirate,2023-02-10 00:00:00,,6b+,19.0,1,True,1,1,False,False,
tension,35,speed clean,2023-02-10 00:00:00,,6a,16.5,1,True,2,3,True,False,
tension,35,All Right,2023-02-10 00:00:00,,6b,18.1,1,True,1,1,False,False,
tension,35,Anna Banana,2023-02-10 00:00:00,,6b,18.2222,1,False,1,1,False,False,
tension,35,terrible 2s,2023-02-10 00:00:00,,6b,18.3333,1,False,1,1,False,False,
tension,35,Punch Pinch,2023-02-10 00:00:00,,6b+,19.0,1,False,1,1,False,False,
tension,35,Stapletown,2023-02-10 19:30:34,5b,5b,14.0,1,True,1,1,False,True,
tension,35,I am bitty,2023-02-10 19:35:45,5c,5c,14.7895,1,False,1,1,False,True,
tension,35,Imagine the Possibilities,2023-02-10 19:38:13,6a,6a,16.25,1,True,1,1,False,True,
tension,35,Captain Progression,2023-02-10 19:47:37,6b,6b,18.0417,1,False,2,2,True,True,
tension,35,Getting By,2023-02-10 19:50:12,6b,6b,18.0,1,True,1,1,False,True,
tension,35,Stunlocked,2023-02-10 19:53:32,6b,6b,18.3333,1,False,1,1,False,True,
tension,35,yeet your vegetables,2023-02-10 19:56:44,6b,6b,17.75,1,False,1,1,False,True,
tension,35,Recyclops,2023-02-10 20:00:21,6b,6b,18.0,2,True,1,2,False,True,
tension,35,v3 cette fois,2023-02-10 20:01:46,6a+,6a,16.1429,1,True,1,1,False,True,
tension,35,Non-Fungible Token,2023-02-10 20:07:35,6a,6a,16.0,1,True,1,1,False,True,
tension,35,KH 27,2023-02-10 20:10:34,6a,6a,16.0,2,False,1,2,False,True,
tension,35,Mornings with SuSi,2023-02-10 20:11:22,6a,6a,16.0,1,False,1,1,False,True,
tension,35,warm up two,2023-02-10 20:13:29,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Starphish,2023-02-10 20:18:40,6b,6b,18.45,2,False,1,2,False,True,
tension,35,Kerfuffle,2023-02-20 00:00:00,,5b,13.8889,1,False,1,1,False,False,
tension,35,Listen to the Warning,2023-02-20 00:00:00,,6a,16.0,1,True,1,1,False,False,
tension,35,KH 22,2023-02-20 00:00:00,,6a,16.0,1,False,1,1,False,False,
tension,35,Peace on Earth,2023-02-20 00:00:00,,6a,16.0,1,False,1,1,False,False,
tension,35,Peace on Earth,2023-02-20 00:00:00,,6a,16.0,1,True,1,1,False,False,
tension,35,Kerfuffle,2023-02-20 00:00:00,,5b,13.8889,1,True,1,1,False,False,
tension,35,Eagleton Sucks,2023-02-20 00:00:00,,5b,14.381,1,False,1,1,False,False,
tension,35,Listen to the Warning,2023-02-20 00:00:00,,6a,16.0,1,False,1,1,False,False,
tension,35,Eagleton Sucks,2023-02-20 00:00:00,,5b,14.381,1,True,1,1,False,False,
tension,35,Stapletown,2023-02-20 00:00:00,,5b,14.0,1,False,1,1,False,False,
tension,35,2 Legged Creature,2023-02-20 18:29:04,5b,5b,13.8478,1,False,1,1,False,True,
tension,35,2 Legged Creature,2023-02-20 18:29:57,5b,5b,13.8478,1,True,1,1,False,True,
tension,35,sans pied droite ,2023-02-20 18:33:17,5c,5b,13.5385,1,False,1,1,False,True,
tension,35,sans pied droite ,2023-02-20 18:34:20,5c,5b,13.5385,1,True,1,1,False,True,
tension,35,Baubrey’s Back,2023-02-20 18:38:56,5b,5b,13.7143,1,False,1,1,False,True,
tension,35,Baubrey’s Back,2023-02-20 18:39:45,5b,5b,13.7143,1,True,1,1,False,True,
tension,35,Standard Brick,2023-02-20 18:40:49,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Standard Brick,2023-02-20 18:41:50,5c,5c,15.0,1,False,1,1,False,True,
tension,35,In spite if these times,2023-02-20 18:42:59,5c,5c,14.6667,1,False,1,1,False,True,
tension,35,In spite if these times,2023-02-20 18:43:55,5c,5c,14.6667,1,True,1,1,False,True,
tension,35,Mt. Vesuvius / Short,2023-02-26 00:00:00,,6c+,21.1769,3,False,2,5,True,False,
tension,35,spur of the momento,2023-02-26 00:00:00,,6a,16.0,3,False,1,3,False,False,
tension,35,Alphabet Soup,2023-02-26 19:48:01,6a+,6a,16.0559,1,False,1,1,False,True,
tension,35,Endurance circuit,2023-02-26 20:08:21,4b,4c,11.6,1,False,1,1,False,True,
tension,35,nails in my candy,2023-02-26 22:05:56,7a,7a,21.916,1,False,1,1,False,True,
tension,35,Protector of the Skinny Dog,2023-02-26 22:06:20,6c,6c,19.9647,1,False,3,3,True,True,
tension,35,Protector of the Skinny Dog,2023-02-26 22:06:36,6c,6c,19.9647,2,True,2,4,True,True,
tension,35,Bait and Switch,2023-02-26 22:06:46,6b,6b,18.0,1,False,1,1,False,True,
tension,35,Tunnels and planes,2023-02-26 22:06:52,6b,6b+,19.0,1,False,2,4,True,True,
tension,35,Carnation,2023-02-26 22:07:08,6b,6b,18.0,1,False,2,3,True,True,
tension,35,Matchbook,2023-02-26 22:07:13,5c,5c,14.9277,1,False,2,2,True,True,
tension,35,Tell Me,2023-02-26 22:07:18,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Dolly Dagger,2023-02-26 22:07:21,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Endurance circuit,2023-02-26 22:07:26,4b,4c,11.6,1,False,1,2,True,True,
tension,35,And I’m dying,2023-02-26 22:07:31,6b,6b+,18.7054,1,False,2,2,True,True,
tension,35,mister krabs,2023-03-08 00:00:00,,6b+,18.75,1,True,1,1,False,False,
tension,35,Reachin’,2023-03-08 00:00:00,,6b,18.0,1,False,1,1,False,False,
tension,35,Sine,2023-03-08 00:00:00,,6b,18.0,1,False,1,1,False,False,
tension,35,Cody #9,2023-03-08 00:00:00,,6b,17.9259,1,False,1,1,False,False,
tension,35,warm up stretch,2023-03-08 17:39:09,5b,5b,13.8824,1,False,6,8,True,True,
tension,35,PincheyParker,2023-03-08 17:40:22,5b,5b,14.0,1,False,4,6,True,True,
tension,35,Word Goes Around,2023-03-08 17:43:18,5c,5c,15.0,1,False,4,4,True,True,
tension,35,hi there 3 short,2023-03-08 17:45:24,6a,6a,16.0,1,False,1,1,False,True,
tension,35,hi there 3 short,2023-03-08 17:46:36,6a,6a,16.0,1,True,1,1,False,True,
tension,35,pinching and leaning,2023-03-08 17:47:50,6a,6a,16.0635,1,True,1,1,False,True,
tension,35,pinching and leaning,2023-03-08 17:49:09,6a,6a,16.0635,1,False,1,1,False,True,
tension,35,gingers have souls too,2023-03-08 17:50:18,6a+,6a,15.9667,1,False,1,1,False,True,
tension,35,gingers have souls too,2023-03-08 17:55:02,6a+,6a,15.9667,2,True,1,2,False,True,
tension,35,Catfish,2023-03-08 17:56:38,6a,6a,16.2609,1,True,1,1,False,True,
tension,35,Catfish,2023-03-08 17:57:45,6a,6a,16.2609,1,False,1,1,False,True,
tension,35,Starphish,2023-03-08 18:00:45,6b,6b,18.45,1,True,1,1,False,True,
tension,35,Cody #9,2023-03-08 18:03:41,6b,6b,17.9259,2,True,1,2,False,True,
tension,35,elancement,2023-03-08 18:06:39,6b,6b,18.2381,1,True,1,1,False,True,
tension,35,elancement,2023-03-08 18:08:04,6b,6b,18.2381,1,True,1,2,True,True,
tension,35,fight the middle,2023-03-12 18:35:56,6b+,6b+,18.785,1,False,3,3,True,True,
tension,35,fight the middle,2023-03-12 18:35:59,6b+,6b+,18.785,1,True,1,1,False,True,
tension,35,Wild Thing,2023-03-12 18:36:11,6b,6b,18.0,1,False,3,3,True,True,
tension,35,Sidewalk Chalk,2023-03-12 18:36:19,6a,6a,16.0,1,False,2,2,True,True,
tension,35,Droopy Dog,2023-03-12 18:36:30,5c,5c,15.0,1,False,2,2,True,True,
tension,35,KBL #1,2023-03-12 18:36:45,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Shiny,2023-03-17 00:00:00,,6b,18.3333,1,True,1,1,False,False,
tension,35,Mr Salamanders Iced Tea,2023-03-17 00:00:00,,6b,18.0,1,True,1,1,False,False,
tension,35,Short girls cut loose,2023-03-17 00:00:00,,6b,18.0,2,True,1,2,False,False,
tension,35,Pinch and fly.,2023-03-17 00:00:00,,6b,17.6667,1,True,1,1,False,False,
tension,35,Big Fish,2023-03-17 19:47:04,6a,6a,16.0,1,False,2,2,True,True,
tension,35,hi there 3,2023-03-17 19:49:47,6a,6a,16.0,1,True,1,1,False,True,
tension,35,hi there 3,2023-03-17 19:51:41,6a,6a,16.0,1,False,3,3,True,True,
tension,35,JUG,2023-03-17 19:52:58,6a,6a,16.0,1,False,3,3,True,True,
tension,35,Twix,2023-03-17 19:58:14,6a,6a,16.0,1,True,1,1,False,True,
tension,35,Twix,2023-03-17 19:59:07,6a,6a,16.0,1,False,1,1,False,True,
tension,35,Twix,2023-03-17 19:59:10,6a,6a,16.0,1,True,1,2,True,True,
tension,35,Lola Loves Quarantining,2023-03-17 20:02:04,6a,6a,16.0138,1,True,1,1,False,True,
tension,35,For love of a rhinoceros,2023-03-17 20:05:14,6a,6a,16.0,1,False,1,1,False,True,
tension,35,For love of a rhinoceros,2023-03-17 20:06:36,6a,6a,16.0,1,True,1,1,False,True,
tension,35,warm up __ 3,2023-03-23 18:40:28,5c,5c,14.9737,1,False,1,1,False,True,
tension,35,Berlin Calling,2023-03-23 19:16:53,6b,6b,18.0,1,False,1,1,False,True,
tension,35,Tri-fly,2023-03-23 19:17:06,6b,6b,18.0,1,False,1,1,False,True,
tension,35,texas chainsaw massacre,2023-03-23 19:17:19,6b,6b,18.0,1,False,1,1,False,True,
tension,35,smokin,2023-03-23 19:17:29,6a,6a,16.1373,1,False,1,1,False,True,
tension,35,Yeah Right,2023-03-26 00:00:00,,6a+,17.0,1,False,1,1,False,False,
tension,35,Odyssey,2023-03-27 00:00:00,,6a,16.0938,2,False,1,2,False,False,
tension,35,Am6,2023-03-27 00:00:00,,6a+,17.0,1,True,1,1,False,False,
tension,35,Elias 4x4  B,2023-03-27 00:00:00,,6a+,17.0,1,True,1,1,False,False,
tension,35,Another Name,2023-03-27 00:00:00,,6a,16.2727,1,True,1,1,False,False,
tension,35,burden of the black sheep,2023-03-27 00:00:00,,6a,16.0,1,False,1,1,False,False,
tension,35,Get That Bread,2023-03-27 16:49:42,5c,5b,13.8333,1,False,1,1,False,True,
tension,35,Fat Free Toe-Furkey,2023-03-27 16:51:55,5c,5c,15.1282,1,False,1,1,False,True,
tension,35,easy reach,2023-03-27 16:53:26,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Thumb Catch,2023-03-27 17:13:58,6a,6a,15.8919,1,False,1,1,False,True,
tension,35,Thumb Catch,2023-03-27 17:15:04,6a,6a,15.8919,1,True,1,1,False,True,
tension,35,Chloe’s Climb ?,2023-03-27 17:16:09,6a,6a,15.8788,1,False,1,1,False,True,
tension,35,Chloe’s Climb ?,2023-03-27 17:17:03,6a,6a,15.8788,1,True,1,1,False,True,
tension,35,Pinch Counterpinch,2023-03-27 17:18:26,6b,6a,16.4444,1,True,1,1,False,True,
tension,35,Pinch Counterpinch,2023-03-27 17:19:47,6b,6a,16.4444,1,False,1,1,False,True,
tension,35,Koki’s cat,2023-03-27 17:21:13,6a+,6a,16.0,1,False,1,1,False,True,
tension,35,Koki’s cat,2023-03-27 17:22:21,6a+,6a,16.0,1,True,1,1,False,True,
tension,35,Odyssey,2023-03-27 17:23:54,6a,6a,16.0938,1,True,1,1,False,True,
tension,35,Riggity ninja,2023-03-27 17:36:00,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Liocarcinus,2023-03-31 13:01:32,5c,5c,14.9545,1,False,1,1,False,True,
tension,35,Catfish (variation-2),2023-03-31 13:05:48,5c,5c,15.0,1,False,1,1,False,True,
tension,35,"aw, nuts",2023-05-16 18:24:35,5c,5c,14.7755,1,False,1,1,False,True,
tension,35,"aw, nuts",2023-05-16 18:25:42,5c,5c,14.7755,1,True,1,1,False,True,
tension,35,Thin Crimp,2023-05-16 18:40:47,6c,6c,19.7588,1,False,1,1,False,True,
tension,35,sender2,2023-05-16 19:03:14,6c,6c,19.8703,1,False,1,1,False,True,
tension,35,Bunny Bite 2,2023-05-24 00:00:00,,5b,14.16,1,False,1,1,False,False,
tension,35,Collider,2023-05-24 16:34:10,5c,5c,15.1071,1,False,1,1,False,True,
tension,35,Ménage à Trois,2023-05-24 16:35:28,5c,5c,14.9592,1,False,1,1,False,True,
tension,35,Undercling Repeater A (S&N),2023-05-24 16:37:03,5c,5c,14.9722,1,False,1,1,False,True,
tension,35,Undercling Repeater A (S&N),2023-05-24 16:38:09,5c,5c,14.9722,1,True,1,1,False,True,
tension,35,Bunny Bite 2,2023-05-24 16:39:18,5b,5b,14.16,1,True,1,1,False,True,
tension,35,cris toe four,2023-05-24 16:41:06,5c,5c,14.9474,1,False,1,1,False,True,
tension,35,cris toe four,2023-05-24 16:42:22,5c,5c,14.9474,1,True,1,1,False,True,
tension,35,Forever Heavy,2023-05-30 00:00:00,,6a,16.3846,2,False,1,2,False,False,
tension,35,reachy,2023-05-30 00:00:00,,6b,18.0,1,True,1,1,False,False,
tension,35,Vista Cruiser,2023-05-30 00:00:00,,6a,16.2727,1,True,1,1,False,False,
tension,35,Speaking Frankly,2023-05-30 00:00:00,,6b,17.9412,1,False,1,1,False,False,
tension,35,mothra,2023-05-30 00:00:00,,6c,20.0952,3,False,1,3,False,False,
tension,35,Speaking Frankly,2023-05-30 00:00:00,,6b,17.9412,1,True,1,1,False,False,
tension,35,Shady Lady,2023-05-30 18:40:16,5c,5c,15.0,1,False,1,1,False,True,
tension,35,trainer3,2023-05-30 18:42:01,5c,5c,15.0513,1,False,1,1,False,True,
tension,35,Deceptionary,2023-05-30 18:44:13,5c,5c,14.9762,1,False,1,1,False,True,
tension,35,Deceptionary,2023-05-30 18:46:09,5c,5c,14.9762,1,True,1,1,False,True,
tension,35,Coco Banana Bird,2023-05-30 18:47:20,5c,5c,15.0667,1,True,1,1,False,True,
tension,35,Coco Banana Bird,2023-05-30 18:48:15,5c,5c,15.0667,1,True,1,2,True,True,
tension,35,Rodeoops,2023-05-30 19:13:07,6a+,6a+,16.8,1,False,1,1,False,True,
tension,35,Rodeoops,2023-05-30 19:13:59,6a+,6a+,16.8,1,False,1,2,True,True,
tension,35,Rodeoops,2023-05-30 19:15:20,6a+,6a+,16.8,1,True,1,1,False,True,
tension,35,Traction,2023-05-30 19:17:57,6a+,6a+,17.0,2,True,1,2,False,True,
tension,35,Traction,2023-05-30 19:18:49,6a+,6a+,17.0,1,False,1,1,False,True,
tension,35,my pet tadpole,2023-05-30 19:19:51,6b,6b,17.913,1,False,1,1,False,True,
tension,35,my pet tadpole,2023-05-30 19:21:56,6b,6b,17.913,1,True,1,1,False,True,
tension,35,Number 2 pencil,2023-05-30 19:43:39,6b+,6b+,18.6786,1,True,1,1,False,True,
tension,35,elancement,2023-05-30 19:44:53,6b,6b,18.2381,1,True,2,3,True,True,
tension,35,elancement,2023-05-30 19:46:45,6b,6b,18.2381,1,False,1,1,False,True,
tension,35,Serratus Anterior,2023-05-30 20:10:22,6b,6b,18.0588,1,False,1,1,False,True,
tension,35,Table It For Now,2023-05-30 20:12:32,6b,6b,17.75,1,True,1,1,False,True,
tension,35,Table It For Now,2023-05-30 20:13:35,6b,6b,17.75,1,True,1,2,True,True,
tension,35,Black Bird,2023-07-26 00:00:00,,5c,14.8824,1,False,1,1,False,False,
tension,35,10/15 Dyno,2023-07-26 00:00:00,,5c,14.9,1,False,1,1,False,False,
tension,35,choss v2,2023-07-26 00:00:00,,5c,15.1429,2,False,1,2,False,False,
tension,35,Whoo So Slick,2023-07-26 00:00:00,,5c,15.125,1,False,1,1,False,False,
tension,35,Fire,2023-07-26 00:00:00,,5c,15.1667,1,False,1,1,False,False,
tension,35,chicken strata,2023-07-26 00:00:00,,5c,15.25,1,False,1,1,False,False,
tension,35,Getting by (Short),2023-07-26 18:55:12,5c,5c,14.963,1,False,1,1,False,True,
tension,35,The Bachelor,2023-07-26 19:11:27,5c,5c,14.9714,1,False,1,1,False,True,
tension,35,Yellow Bird,2023-07-26 19:13:23,5c,5c,14.9444,1,False,1,1,False,True,
tension,35,Coco Banana Bird,2023-07-26 19:49:58,5c,5c,15.0667,1,False,1,1,False,True,
tension,35,Another Name,2023-07-26 19:52:57,6a,6a,16.2727,1,False,1,1,False,True,
tension,35,Forever Heavy,2023-07-26 20:02:45,6b,6a,16.3846,1,False,2,3,True,True,
tension,35,NB16,2023-07-26 20:12:09,5c,5c,15.0857,1,False,1,1,False,True,
tension,35,bump the pinch,2023-07-26 20:15:52,5c,5c,14.85,1,False,1,1,False,True,
tension,35,Gloves Off LBC 2 & 3,2023-07-26 20:22:28,5c,5b,14.0,1,False,1,1,False,True,
tension,35,In N Out Burger,2023-07-26 20:25:41,5c,5b,14.25,1,False,1,1,False,True,
tension,35,I am bitty,2023-07-26 20:28:47,5c,5c,14.7895,1,False,2,2,True,True,
tension,35,simpleton2b,2023-07-26 20:30:24,5c,5c,15.125,1,False,1,1,False,True,
tension,35,Bromance XXVIII,2023-07-26 20:32:25,5c,5c,15.1875,1,False,2,2,True,True,
tension,35,Foxy (S&N),2023-07-26 20:33:50,5c,5b,13.913,1,False,1,1,False,True,
tension,35,Catfish (variation-2),2023-07-26 20:35:18,5c,5c,15.0,1,False,2,2,True,True,
tension,35,Jug Thuggin,2023-07-26 20:36:51,5c,5c,14.9412,1,False,1,1,False,True,
tension,35,Climber?! I hardly knew her!,2023-07-26 20:38:10,5c,5c,14.8947,1,False,1,1,False,True,
tension,35,wow wow wow,2023-07-26 20:40:30,5c,5b,14.2941,1,False,1,1,False,True,
tension,35,Tennie pogo,2023-07-26 20:47:29,5c,5c,14.8125,1,False,1,1,False,True,
tension,35,Tensile,2023-07-26 20:51:20,5c,5c,14.9375,1,False,1,1,False,True,
tension,35,Phoenix King,2023-07-26 20:54:27,5c,5c,14.95,1,False,1,1,False,True,
tension,35,Warm Up Series 6,2023-07-26 20:56:01,5c,5c,14.9333,1,False,1,1,False,True,
tension,35,Hold Up,2023-07-26 20:57:23,5c,5c,14.8667,1,False,1,1,False,True,
tension,35,Look both ways (eliminate),2023-07-26 20:58:44,5c,5c,14.9375,2,False,1,2,False,True,
tension,35,To infinity and Gaston,2023-08-04 00:00:00,,5b,14.1111,1,False,1,1,False,False,
tension,35,Mudpuppies,2023-08-04 00:00:00,,5b,14.3333,1,False,1,1,False,False,
tension,35,small pinch pinching,2023-08-04 00:00:00,,5b,13.75,1,False,1,1,False,False,
tension,35,A friend of a manatee!,2023-08-04 17:29:37,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Vicious rumors,2023-08-04 17:30:46,5b,5b,14.1875,1,False,1,1,False,True,
tension,35,Another 6 Months and I’ll be unknown,2023-08-04 17:31:53,5b,5b,13.7857,1,False,1,1,False,True,
tension,35,like you imagined when you were young,2023-08-04 17:32:59,5b,5b,13.8125,1,False,1,1,False,True,
tension,35,Rotater reach,2023-08-04 17:34:27,5b,5b,13.8571,1,False,1,1,False,True,
tension,35,PUSHER 2 (MC),2023-08-04 17:35:51,5b,5b,13.8571,1,False,1,1,False,True,
tension,35,Skydive (variation-1),2023-08-04 17:37:15,5b,5b,13.7143,1,False,1,1,False,True,
tension,35,one ball two,2023-08-04 17:38:17,5b,5b,14.0625,1,False,1,1,False,True,
tension,35,Zebra (variation-1),2023-08-04 17:40:00,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Solliii,2023-08-04 17:42:27,5b,5b,14.0833,1,False,1,1,False,True,
tension,35,Just the Good Ones,2023-08-04 17:44:00,5b,5b,14.0,1,False,2,2,True,True,
tension,35,Lunas room 3,2023-08-04 17:48:00,5b,5b,13.8182,1,False,1,1,False,True,
tension,35,Save America aka Dave’s route,2023-08-04 17:49:41,5b,5b,13.8,1,False,1,1,False,True,
tension,35,The Walrus will return one day...,2023-08-04 17:51:10,5b,5b,13.75,1,False,1,1,False,True,
tension,35,By Bye Henry (Shorty),2023-08-04 17:54:46,5b,5b,13.9,1,False,1,1,False,True,
tension,35,Loosen up!,2023-08-04 17:56:38,5b,5b,13.7143,1,False,1,1,False,True,
tension,35,Destiny’s Child,2023-08-04 17:57:59,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Shakes_V1,2023-08-04 17:59:54,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Ninja Shorty,2023-08-04 18:01:23,5b,5b,13.5714,1,False,1,1,False,True,
tension,35,Mr. Warm Me Up,2023-08-04 18:03:37,5b,5b,13.7143,1,False,1,1,False,True,
tension,35,toffuti,2023-08-04 18:05:37,5b,5b,13.7143,1,False,1,1,False,True,
tension,35,JF2,2023-08-04 18:07:52,5b,5b,13.6667,1,False,1,1,False,True,
tension,35,Up and Over warm up,2023-08-04 18:09:37,5b,5b,13.8333,1,False,1,1,False,True,
tension,35,Warm Up Series 5,2023-08-04 18:12:26,5b,5b,13.8571,1,False,1,1,False,True,
tension,35,ash bash,2023-08-04 18:14:28,5b,5b,14.0,1,False,1,1,False,True,
tension,35,Colleen Rocks 2,2023-08-04 18:16:25,5b,5b,13.7778,1,False,1,1,False,True,
tension,35,Laulau’s line,2023-08-04 18:18:04,5b,5b,13.6667,1,False,1,1,False,True,
tension,35,Frankenstein (variation-1),2023-08-04 18:25:56,5c,5c,15.1071,1,False,1,1,False,True,
tension,35,Can’t Decide 2.0,2023-08-04 18:27:36,5c,5c,15.0345,1,False,1,1,False,True,
tension,35,I knew you weren’t a soup,2023-08-04 18:30:18,5c,5c,15.0625,1,False,1,1,False,True,
tension,35,simpleton2b,2023-08-17 00:00:00,,5c,15.125,1,True,1,1,False,False,
tension,35,Blarg,2023-08-17 00:00:00,,6a,15.9615,1,False,1,1,False,False,
tension,35,Order of the Phoenix 2.0,2023-08-17 00:00:00,,5c,15.1364,1,True,1,1,False,False,
tension,35,drag it? crimp it?,2023-08-17 00:00:00,,6a+,16.84,1,False,1,1,False,False,
tension,35,whooosh,2023-08-17 00:00:00,,6a,16.3261,1,False,1,1,False,False,
tension,35,"Negative ghostrider, the pattern is full",2023-08-17 00:00:00,,6a,16.2558,1,False,1,1,False,False,
tension,35,Whoo So Slick,2023-08-17 00:00:00,,5c,15.125,1,True,1,1,False,False,
tension,35,burden of the black sheep,2023-08-17 00:00:00,,6a,16.0,1,False,2,2,True,False,
tension,35,Set a Course,2023-08-17 00:00:00,,6a+,17.2553,1,False,1,1,False,False,
tension,35,Fire,2023-08-17 00:00:00,,5c,15.1667,1,True,1,1,False,False,
tension,35,Kerfuffle,2023-08-17 17:12:16,5b,5b,13.8889,1,False,2,2,True,True,
tension,35,Clever girl,2023-08-17 17:14:10,5b,5b,14.0,1,False,1,1,False,True,
tension,35,100% that crimp,2023-08-17 17:16:06,5b,5b,13.6,1,False,1,1,False,True,
tension,35,Spud Infinity,2023-08-17 17:17:41,5b,5b,14.0,1,False,1,1,False,True,
tension,35,jethro,2023-08-17 17:19:13,5b,5b,13.8125,1,False,1,1,False,True,
tension,35,Body Movin’,2023-08-17 17:20:34,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Body Movin’,2023-08-17 17:22:30,5c,5c,15.0,1,True,1,1,False,True,
tension,35,Bad dates...,2023-08-17 17:24:14,5c,5c,14.8148,1,True,1,1,False,True,
tension,35,for Kalymnos,2023-08-17 17:29:02,6a+,5c,15.2727,1,True,1,1,False,True,
tension,35,Katodestroyer,2023-08-17 17:31:39,6a,5c,15.1579,1,False,2,2,True,True,
tension,35,Katodestroyer,2023-08-17 17:33:36,6a,5c,15.1579,1,True,1,1,False,True,
tension,35,Phoenix King,2023-08-17 17:41:50,5c,5c,14.95,1,True,1,1,False,True,
tension,35,Colleen Rocks 3,2023-08-17 17:43:27,5b,5b,13.75,1,True,1,1,False,True,
tension,35,Graham’s Boulder problem,2023-08-17 17:45:34,5c,5b,14.5,1,False,1,1,False,True,
tension,35,Graham’s Boulder problem,2023-08-17 17:47:52,5c,5b,14.5,1,True,1,1,False,True,
tension,35,Josies block,2023-08-17 17:51:56,6a,6a,15.8723,1,False,1,1,False,True,
tension,35,Bromance X,2023-08-17 17:56:13,6a,6a,16.1951,1,False,1,1,False,True,
tension,35,Sharky’s sunglasses,2023-08-17 17:59:06,6a,6a,15.8788,1,False,1,1,False,True,
tension,35,shouldersss,2023-08-17 18:00:42,6a,6a,15.9429,1,False,1,1,False,True,
tension,35,Yeah Right,2023-09-05 00:00:00,,6a+,17.0,1,False,2,2,True,False,
tension,35,Mudpuppies,2023-09-05 17:20:24,5c,5b,14.3333,1,False,2,2,True,True,
tension,35,Cool as an oven,2023-09-05 17:23:42,5b,5b,14.0,1,True,1,1,False,True,
tension,35,Warm Up III (Shorty),2023-09-05 17:27:01,5b,5b,13.6,1,True,1,1,False,True,
tension,35,To have a little fun,2023-09-05 17:30:34,5c,5c,14.7576,1,True,1,1,False,True,
tension,35,Hippo twist,2023-09-05 17:37:48,5c,5c,15.0789,1,False,1,1,False,True,
tension,35,power level 2000,2023-09-05 17:39:52,5c,5c,15.0541,1,False,1,1,False,True,
tension,35,just joshin part2,2023-09-05 17:44:53,5c,5c,15.0,1,False,1,1,False,True,
tension,35,Crimpy Beginnings,2023-09-05 17:47:44,5c,5c,15.0,1,False,1,1,False,True,
tension,35,The Hippo Dance,2023-09-05 17:50:28,5c,5c,14.8571,1,False,1,1,False,True,
tension,35,10/15 Dyno,2023-09-05 17:52:33,5c,5c,14.9,1,False,2,2,True,True,
tension,35,Genesis Crux,2023-09-05 17:57:42,5c,5c,15.1667,1,False,1,1,False,True,
tension,35,the little loan foot,2023-09-05 18:08:20,6a,6a+,17.0,1,False,1,1,False,True,
tension,35,Dead Head 2,2023-09-05 18:10:08,6a,6a,15.8167,1,False,1,1,False,True,
tension,35,Dead Head 3,2023-09-05 18:12:15,6a,6a,15.8113,2,False,1,2,False,True,
tension,35,Dead Head 2: Extended Edition,2023-09-05 18:14:13,6a,6a+,16.5833,1,False,1,1,False,True,
tension,35,bb deadpoints,2023-09-05 18:17:21,6a,6a,16.3913,1,False,1,1,False,True,
tension,35,FIYAH!,2023-09-05 18:28:18,6b,6b,18.0,1,False,3,4,True,True,
tension,35,Yeah Right,2023-09-07 00:00:00,,6a+,17.0,1,False,3,3,True,False,
tension,35,To The Lighthouse,2023-09-07 00:00:00,,5c,15.0,2,False,1,2,False,False,
tension,35,footloose one,2023-09-07 19:06:19,5b,5b,14.25,1,False,1,1,False,True,
tension,35,ringed,2023-09-07 19:07:35,5b,5b,13.75,1,False,1,1,False,True,
tension,35,90 Degrees (variation-2),2023-09-07 19:09:07,5b,5b,14.25,1,False,1,1,False,True,
tension,35,Bucket Full Of Babies,2023-09-07 19:10:37,5b,5b,13.75,1,False,1,1,False,True,
tension,35,Liocarcinus,2023-09-07 19:12:21,5c,5c,14.9545,1,False,2,2,True,True,
tension,35,Jug Thuggin,2023-09-07 19:16:23,5c,5c,14.9412,1,False,2,2,True,True,
